STATEFP,COUNTYFP,TRACTCE,GEOIDFQ,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER,geometry,from_id,ALI17_45,AMI17_45,AHI17_45,ATOT17_45,ALI22_45,AMI22_45,AHI22_45,ATOT22_45,diff_LI,diff_MI,diff_HI,diff_TOT,tract_id_17,LI17_rac,MI17_rac,HI17_rac,TOT17_rac,tract_id_22,LI22_rac,MI22_rac,HI22_rac,TOT22_rac,ALI17_45_n,ALI22_45_n,AMI17_45_n,AMI22_45_n,AHI17_45_n,AHI22_45_n,ATOT17_45_n,ATOT22_45_n,ALI_diff_n,AMI_diff_n,AHI_diff_n,ATOT_diff_n
48,453,031800,1400000US48453031800,48453031800,318,Census Tract 318,TX,Travis County,Texas,CT,2378695,0,"POLYGON ((-97.835244 30.176734, -97.833986 30.176629, -97.832453 30.18285, -97.831118 30.182238, -97.829275 30.185054, -97.825351 30.190332, -97.816306 30.185927, -97.815503 30.18557, -97.812823 30.185581, -97.818003 30.17802, -97.819998 30.173889, -97.823801 30.173764, -97.826215 30.173758, -97.827157 30.17402, -97.830666 30.173159, -97.834239 30.174216, -97.834863 30.175009, -97.835244 30.176734))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,037300,1400000US48453037300,48453037300,373,Census Tract 373,TX,Travis County,Texas,CT,9553975,820313,"POLYGON ((-98.007654 30.450296, -98.005935 30.45037, -98.005247 30.452032, -98.002484 30.453989, -97.999396 30.457061, -97.99874 30.458789, -97.998772 30.4619, -97.999124 30.464229, -98.000638 30.467365, -98.003027 30.473905, -98.002695 30.474297, -97.998168 30.479666, -97.997621 30.481155, -97.997223 30.481732, -97.993499 30.482375, -97.992442 30.481554, -97.993781 30.4799, -97.989739 30.477433, -97.986207 30.476874, -97.981721 30.475676, -97.977274 30.476296, -97.974722 30.476181, -97.974464 30.474147, -97.97642 30.472864, -97.977608 30.467898, -97.977234 30.465737, -97.977504 30.465215, -97.979324 30.463739, -97.979712 30.463029, -97.979363 30.459632, -97.980598 30.457893, -97.979793 30.454943, -97.978847 30.450735, -97.979193 30.44952, -97.980737 30.446963, -97.980708 30.446463, -97.979774 30.444248, -97.979786 30.436593, -97.978572 30.434541, -97.977365 30.432767, -97.978073 30.432587, -97.98232 30.433896, -97.983133 30.434937, -97.984314 30.435469, -97.985322 30.436023, -97.987157 30.436144, -97.990445 30.434826, -97.99269 30.434736, -97.993283 30.435931, -97.998528 30.439545, -98.003344 30.44161, -98.003148 30.442691, -98.004218 30.445795, -98.005118 30.445585, -98.005864 30.447681, -98.009424 30.449814, -98.007654 30.450296))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,037000,1400000US48453037000,48453037000,370,Census Tract 370,TX,Travis County,Texas,CT,9694506,8,"POLYGON ((-98.006543 30.325771, -98.001867 30.326331, -97.998556 30.327866, -97.997587 30.329027, -97.998181 30.330441, -97.997855 30.330719, -97.997668 30.330488, -97.997222 30.330176, -97.994523 30.330943, -97.99169 30.33119, -97.990897 30.330986, -97.990203 30.331286, -97.988938 30.332144, -97.986649 30.332653, -97.979268 30.333015, -97.978307 30.333535, -97.976943 30.334825, -97.976266 30.334989, -97.972876 30.335504, -97.970606 30.336164, -97.970287 30.337341, -97.970374 30.338798, -97.969747 30.338805, -97.969706 30.336441, -97.96703 30.330578, -97.965589 30.329188, -97.964349 30.327575, -97.964151 30.327321, -97.962261 30.326083, -97.95919 30.325427, -97.957309 30.324243, -97.955256 30.321628, -97.950423 30.318112, -97.948309 30.313639, -97.946262 30.311406, -97.945358 30.308482, -97.956171 30.308084, -97.965382 30.309963, -97.972354 30.311589, -97.972786 30.311807, -97.97845 30.316167, -97.979991 30.316764, -97.991178 30.317936, -97.992339 30.318059, -97.994538 30.318228, -98.002167 30.317587, -98.004003 30.318102, -98.012109 30.323939, -98.006543 30.325771))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,036300,1400000US48453036300,48453036300,363,Census Tract 363,TX,Travis County,Texas,CT,128785982,1615,"POLYGON ((-98.101262 30.528485, -98.074918 30.577538, -98.072646 30.581771, -98.069711 30.587235, -98.066559 30.593103, -98.056743 30.611385, -98.036124 30.601769, -98.034144 30.604939, -97.990664 30.583789, -97.988921 30.585295, -97.985043 30.583118, -97.982668 30.582558, -97.981544 30.583721, -97.978223 30.585496, -97.974318 30.583886, -97.971888 30.583934, -97.972094 30.581642, -97.97086 30.582128, -97.967759 30.581941, -97.965204 30.580286, -97.965518 30.578916, -97.962958 30.578578, -97.96238 30.577118, -97.960209 30.576258, -97.957585 30.576741, -97.958346 30.572399, -97.955637 30.570787, -97.952705 30.571261, -97.956284 30.565818, -97.959199 30.566689, -97.961282 30.566711, -97.960692 30.565286, -97.958585 30.564318, -97.957065 30.564511, -97.953337 30.561505, -97.952424 30.559195, -97.950604 30.558786, -97.945993 30.558811, -97.946064 30.558298, -97.946012 30.555709, -97.944052 30.552864, -97.943495 30.550527, -97.942317 30.547807, -97.941389 30.543901, -97.939125 30.541959, -97.938727 30.540301, -97.940204 30.5382, -97.938795 30.534648, -97.936551 30.533608, -97.934869 30.531359, -97.931379 30.529611, -97.928349 30.527448, -97.927451 30.524986, -97.925861 30.523457, -97.92461 30.520021, -97.922608 30.517482, -97.917982 30.515215, -97.913221 30.512287, -97.912664 30.511747, -97.911677 30.51115, -97.913471 30.50545, -97.916416 30.503043, -97.919599 30.50286, -97.919834 30.503405, -97.920159 30.503827, -97.922065 30.504683, -97.924695 30.50584, -97.930102 30.505621, -97.932377 30.506567, -97.934945 30.505284, -97.938635 30.504662, -97.939849 30.505983, -97.94133 30.506339, -97.946372 30.502755, -97.947179 30.501579, -97.948952 30.501463, -97.952097 30.503019, -97.955262 30.503026, -97.964098 30.502435, -97.968476 30.501519, -97.967274 30.503788, -97.9677 30.504586, -97.970055 30.503555, -97.972119 30.504081, -97.973651 30.505954, -97.976053 30.506412, -97.97769 30.505775, -97.979539 30.506073, -97.979192 30.504298, -97.978464 30.500052, -97.97737 30.498662, -97.977596 30.49677, -97.979016 30.495885, -97.980398 30.497685, -97.981829 30.498136, -97.985066 30.497106, -97.987479 30.499198, -97.988767 30.500887, -97.98903 30.502784, -97.991676 30.505248, -97.993103 30.505709, -97.997268 30.507264, -97.998599 30.506835, -98.0002 30.504306, -98.002474 30.504254, -98.005713 30.505844, -98.008177 30.505159, -98.010443 30.503341, -98.013236 30.501839, -98.014897 30.501588, -98.016998 30.501938, -98.01905 30.504114, -98.022392 30.50508, -98.029868 30.505873, -98.034353 30.508027, -98.035764 30.509733, -98.040031 30.511352, -98.0406 30.511973, -98.042753 30.517154, -98.046469 30.520823, -98.047954 30.521356, -98.053253 30.522882, -98.056177 30.522868, -98.059712 30.520679, -98.063918 30.520269, -98.068786 30.51946, -98.072841 30.519211, -98.075037 30.519766, -98.083596 30.523514, -98.088786 30.525224, -98.092603 30.525933, -98.094452 30.52677, -98.099226 30.527282, -98.101262 30.528485))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,043400,1400000US48453043400,48453043400,434,Census Tract 434,TX,Travis County,Texas,CT,1158614,0,"POLYGON ((-97.706635 30.324356, -97.705626 30.329719, -97.705225 30.330911, -97.704275 30.332831, -97.695146 30.32858, -97.69375 30.327798, -97.692377 30.326105, -97.693644 30.323987, -97.695049 30.321873, -97.695388 30.321472, -97.700954 30.322058, -97.704687 30.322346, -97.706858 30.322197, -97.706635 30.324356))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,002441,1400000US48453002441,48453002441,24.41,Census Tract 24.41,TX,Travis County,Texas,CT,2159343,0,"POLYGON ((-97.778106 30.179411, -97.772336 30.188149, -97.770518 30.190537, -97.770372 30.190462, -97.76901 30.1897, -97.767856 30.189276, -97.762995 30.187842, -97.7628 30.187786, -97.757331 30.185759, -97.756573 30.185177, -97.756997 30.184681, -97.759819 30.180032, -97.762489 30.180691, -97.762783 30.179059, -97.763751 30.176258, -97.766213 30.176669, -97.7698 30.177673, -97.769601 30.175499, -97.769136 30.174318, -97.768696 30.173078, -97.768487 30.171121, -97.768504 30.170529, -97.770279 30.170416, -97.770804 30.171215, -97.769924 30.173309, -97.772933 30.17449, -97.774422 30.174827, -97.774518 30.175381, -97.775032 30.17756, -97.777803 30.179353, -97.778106 30.179411))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,043300,1400000US48453043300,48453043300,433,Census Tract 433,TX,Travis County,Texas,CT,1146286,0,"POLYGON ((-97.70016 30.339315, -97.699005 30.338616, -97.691179 30.334831, -97.686384 30.332617, -97.687826 30.33077, -97.689951 30.329678, -97.692377 30.326105, -97.69375 30.327798, -97.695146 30.32858, -97.704275 30.332831, -97.70016 30.339315))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,002452,1400000US48453002452,48453002452,24.52,Census Tract 24.52,TX,Travis County,Texas,CT,9010349,87846,"POLYGON ((-97.646694 30.194334, -97.64075 30.199614, -97.637727 30.20244, -97.639367 30.20329, -97.638214 30.208057, -97.632764 30.207472, -97.627789 30.209244, -97.626915 30.2095, -97.622746 30.210296, -97.622737 30.209944, -97.622857 30.198283, -97.623275 30.196865, -97.625246 30.196106, -97.622156 30.19337, -97.621194 30.19197, -97.616199 30.18706, -97.613454 30.186068, -97.609476 30.186213, -97.609799 30.184144, -97.612781 30.181777, -97.61482 30.178686, -97.615697 30.177947, -97.616974 30.177358, -97.618826 30.17625, -97.623117 30.169415, -97.629441 30.172391, -97.63964 30.177315, -97.646561 30.180623, -97.645765 30.183293, -97.646151 30.185612, -97.647684 30.191873, -97.646694 30.194334))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,002324,1400000US48453002324,48453002324,23.24,Census Tract 23.24,TX,Travis County,Texas,CT,318534,0,"POLYGON ((-97.722846 30.234103, -97.722264 30.234429, -97.721965 30.235008, -97.719551 30.238803, -97.717205 30.23752, -97.715041 30.237563, -97.7163 30.234949, -97.717108 30.234519, -97.71641 30.233025, -97.717439 30.231715, -97.720377 30.232449, -97.721097 30.232907, -97.722575 30.233916, -97.722846 30.234103))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,002450,1400000US48453002450,48453002450,24.50,Census Tract 24.50,TX,Travis County,Texas,CT,29677380,8310,"POLYGON ((-97.650974 30.133833, -97.648931 30.134564, -97.648116 30.134253, -97.646614 30.135029, -97.64527 30.136228, -97.645025 30.13905, -97.642216 30.140014, -97.64105 30.143611, -97.638362 30.145617, -97.635638 30.145442, -97.635308 30.146001, -97.634812 30.149105, -97.635499 30.150906, -97.634519 30.151448, -97.632313 30.155362, -97.631333 30.155995, -97.630202 30.159933, -97.629968 30.160671, -97.629498 30.160919, -97.629332 30.161789, -97.62806 30.162966, -97.627651 30.163741, -97.627208 30.163961, -97.62671 30.164182, -97.624731 30.164217, -97.623886 30.163659, -97.622071 30.16485, -97.617911 30.164613, -97.614261 30.165215, -97.60415 30.160538, -97.603376 30.160207, -97.599572 30.157865, -97.59279 30.154645, -97.588352 30.152822, -97.587047 30.152178, -97.578995 30.148179, -97.576769 30.146319, -97.571365 30.143898, -97.568425 30.141972, -97.567998 30.141458, -97.57632 30.133712, -97.579723 30.130804, -97.609749 30.103447, -97.610779 30.10275, -97.614534 30.103269, -97.615085 30.103561, -97.636324 30.121596, -97.637822 30.122857, -97.640305 30.124948, -97.643797 30.13013, -97.64419 30.130521, -97.649017 30.132888, -97.650974 30.133833))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,037600,1400000US48453037600,48453037600,376,Census Tract 376,TX,Travis County,Texas,CT,38657276,13237137,"POLYGON ((-98.01581 30.379688, -98.015394 30.380856, -98.014786 30.38212, -98.00424 30.3922, -98.001712 30.394674, -97.999415 30.395226, -97.98815 30.401738, -97.985029 30.40481, -97.984447 30.406383, -97.984109 30.40791, -97.984077 30.409241, -97.984546 30.412702, -97.985535 30.413827, -97.986765 30.414621, -97.989884 30.414836, -97.988514 30.417818, -97.985908 30.419086, -97.986013 30.419107, -97.985923 30.419991, -97.985907 30.420647, -97.985571 30.421383, -97.985974 30.421208, -97.986357 30.421242, -97.986043 30.421816, -97.986015 30.422056, -97.988056 30.425868, -97.987764 30.428828, -97.98797 30.429308, -97.989662 30.430123, -97.98865 30.431908, -97.989189 30.432996, -97.987157 30.436144, -97.985322 30.436023, -97.984314 30.435469, -97.983133 30.434937, -97.98232 30.433896, -97.978073 30.432587, -97.977365 30.432767, -97.978572 30.434541, -97.979786 30.436593, -97.979774 30.444248, -97.980708 30.446463, -97.980737 30.446963, -97.979193 30.44952, -97.978847 30.450735, -97.979793 30.454943, -97.980598 30.457893, -97.979363 30.459632, -97.979712 30.463029, -97.979324 30.463739, -97.977504 30.465215, -97.977234 30.465737, -97.977608 30.467898, -97.97642 30.472864, -97.974464 30.474147, -97.973878 30.473189, -97.970791 30.471052, -97.969326 30.47077, -97.965279 30.471826, -97.962334 30.472745, -97.958647 30.47585, -97.955022 30.476984, -97.947004 30.478794, -97.939566 30.480749, -97.936772 30.481808, -97.932071 30.482606, -97.930161 30.485428, -97.928369 30.488702, -97.927262 30.489294, -97.924518 30.48937, -97.92387 30.487707, -97.919605 30.485948, -97.919048 30.485507, -97.919344 30.483613, -97.917504 30.479556, -97.916773 30.476289, -97.916417 30.475457, -97.911833 30.470158, -97.911417 30.46915, -97.910711 30.469228, -97.91016 30.469289, -97.909638 30.467402, -97.910527 30.465512, -97.912136 30.464566, -97.913711 30.464568, -97.921999 30.460335, -97.923936 30.458649, -97.924763 30.457433, -97.925771 30.453268, -97.925676 30.451172, -97.925513 30.449751, -97.92502 30.448024, -97.924671 30.446802, -97.923187 30.443538, -97.92023 30.438436, -97.92 30.437798, -97.919944 30.437641, -97.919919 30.436793, -97.919862 30.433974, -97.919979 30.432968, -97.923361 30.434871, -97.92669 30.436183, -97.931394 30.437239, -97.934594 30.437463, -97.938658 30.437319, -97.94677 30.434183, -97.948882 30.432487, -97.951218 30.428999, -97.951874 30.426711, -97.952162 30.423959, -97.951468 30.420358, -97.95125 30.419783, -97.947958 30.415205, -97.945667 30.412468, -97.942337 30.40804, -97.941911 30.406943, -97.940833 30.404168, -97.940561 30.400904, -97.941265 30.398696, -97.942611 30.396445, -97.944001 30.394664, -97.945153 30.394056, -97.946193 30.3938, -97.954953 30.393808, -97.961362 30.3938, -97.964716 30.394008, -97.967682 30.393896, -97.968524 30.39397, -97.96956 30.393661, -97.971184 30.393001, -97.972895 30.392152, -97.973522 30.391887, -97.974531 30.39128, -97.97805 30.388424, -97.981553 30.384299, -97.986362 30.380214, -97.989586 30.377469, -97.991495 30.37723, -97.998638 30.374675, -98.002631 30.374277, -98.003602 30.373816, -98.00801 30.371632, -98.009424 30.371117, -98.011938 30.371368, -98.014849 30.374451, -98.016073 30.376977, -98.01581 30.379688))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,036000,1400000US48453036000,48453036000,360,Census Tract 360,TX,Travis County,Texas,CT,6265173,0,"POLYGON ((-97.918066 30.555065, -97.916828 30.555267, -97.916728 30.555485, -97.917031 30.556107, -97.917008 30.556307, -97.916289 30.557241, -97.916151 30.557706, -97.915919 30.559381, -97.915894 30.559497, -97.915813 30.559869, -97.915579 30.563009, -97.915482 30.559286, -97.91404 30.558701, -97.905721 30.556725, -97.904074 30.555012, -97.904036 30.553848, -97.902606 30.553361, -97.898451 30.548639, -97.89349 30.54868, -97.886785 30.555843, -97.88412 30.553593, -97.883369 30.552958, -97.881241 30.553277, -97.873648 30.549441, -97.875627 30.548721, -97.880027 30.548029, -97.881213 30.547005, -97.882929 30.54406, -97.883328 30.542173, -97.882613 30.538375, -97.884615 30.535173, -97.887627 30.533614, -97.889334 30.532297, -97.891414 30.529632, -97.895951 30.527946, -97.895891 30.529667, -97.896981 30.530793, -97.896953 30.531904, -97.898396 30.532175, -97.898101 30.534352, -97.896896 30.535837, -97.897635 30.536499, -97.900149 30.53688, -97.902535 30.540085, -97.904063 30.540178, -97.904589 30.54141, -97.906456 30.542389, -97.908013 30.544158, -97.909654 30.543914, -97.910708 30.545144, -97.912336 30.54461, -97.914963 30.544493, -97.916689 30.546856, -97.915927 30.547974, -97.916035 30.552311, -97.917837 30.553455, -97.918066 30.555065))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,045100,1400000US48453045100,48453045100,451,Census Tract 451,TX,Travis County,Texas,CT,1427205,0,"POLYGON ((-97.699749 30.434373, -97.699523 30.435659, -97.699298 30.437952, -97.698503 30.440441, -97.697821 30.440213, -97.695953 30.440086, -97.695488 30.439189, -97.69462 30.438673, -97.688866 30.435956, -97.686709 30.434902, -97.686062 30.434528, -97.684754 30.430895, -97.684282 30.430607, -97.679024 30.428065, -97.682408 30.428344, -97.685656 30.427718, -97.692704 30.428964, -97.698001 30.430106, -97.698755 30.430274, -97.700999 30.430773, -97.699749 30.434373))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,042900,1400000US48453042900,48453042900,429,Census Tract 429,TX,Travis County,Texas,CT,1470386,0,"POLYGON ((-97.686335 30.435464, -97.68413 30.437042, -97.680463 30.434908, -97.677191 30.435054, -97.674972 30.435953, -97.671223 30.439597, -97.669309 30.440334, -97.66851 30.440593, -97.671594 30.424418, -97.671895 30.424574, -97.676595 30.426857, -97.679024 30.428065, -97.684282 30.430607, -97.684754 30.430895, -97.686062 30.434528, -97.686709 30.434902, -97.686335 30.435464))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,031900,1400000US48453031900,48453031900,319,Census Tract 319,TX,Travis County,Texas,CT,5355764,0,"POLYGON ((-97.857782 30.171094, -97.856437 30.173189, -97.85324 30.178241, -97.849754 30.183613, -97.841002 30.179298, -97.838737 30.178239, -97.835244 30.176734, -97.834863 30.175009, -97.834239 30.174216, -97.830666 30.173159, -97.827157 30.17402, -97.826215 30.173758, -97.823801 30.173764, -97.819998 30.173889, -97.820611 30.172038, -97.821234 30.170094, -97.822236 30.167117, -97.82588 30.155623, -97.826011 30.155776, -97.828275 30.159204, -97.832004 30.162018, -97.833181 30.162703, -97.834245 30.162541, -97.837693 30.16081, -97.839748 30.160476, -97.842981 30.161742, -97.846036 30.164346, -97.849745 30.16916, -97.850303 30.169494, -97.851612 30.169831, -97.854145 30.165941, -97.856811 30.168294, -97.859811 30.169097, -97.857782 30.171094))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,044500,1400000US48453044500,48453044500,445,Census Tract 445,TX,Travis County,Texas,CT,2961230,0,"POLYGON ((-97.642279 30.444108, -97.639419 30.445392, -97.639149 30.447439, -97.637811 30.44762, -97.633677 30.445944, -97.627647 30.443055, -97.62475 30.441743, -97.620032 30.439493, -97.615166 30.437185, -97.613931 30.436602, -97.610504 30.434952, -97.610846 30.434385, -97.616191 30.426154, -97.619215 30.421447, -97.626423 30.424898, -97.624478 30.428177, -97.62323 30.42993, -97.622838 30.431791, -97.624003 30.434008, -97.624545 30.433875, -97.628899 30.436516, -97.630576 30.438541, -97.631005 30.437918, -97.634013 30.440269, -97.634715 30.440592, -97.639081 30.440787, -97.643442 30.442759, -97.642279 30.444108))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,033500,1400000US48453033500,48453033500,335,Census Tract 335,TX,Travis County,Texas,CT,2674587,0,"POLYGON ((-97.861156 30.208182, -97.857328 30.212249, -97.851755 30.216055, -97.849934 30.216669, -97.848116 30.216771, -97.848598 30.216073, -97.850952 30.213985, -97.848875 30.209297, -97.847901 30.209292, -97.846305 30.207388, -97.840546 30.205034, -97.838924 30.204574, -97.837442 30.203126, -97.838832 30.200862, -97.84235 30.195341, -97.843036 30.194306, -97.849049 30.197262, -97.856532 30.200864, -97.857908 30.202376, -97.860047 30.207255, -97.861156 30.208182))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,040200,1400000US48453040200,48453040200,402,Census Tract 402,TX,Travis County,Texas,CT,1446875,0,"POLYGON ((-97.695049 30.321873, -97.693644 30.323987, -97.692377 30.326105, -97.689951 30.329678, -97.687826 30.33077, -97.686384 30.332617, -97.68443 30.331877, -97.678892 30.329217, -97.675958 30.327626, -97.673228 30.32572, -97.679019 30.323672, -97.680785 30.32309, -97.682261 30.322595, -97.684294 30.32197, -97.684876 30.321856, -97.689084 30.321491, -97.693017 30.321322, -97.695388 30.321472, -97.695049 30.321873))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,030000,1400000US48453030000,48453030000,300,Census Tract 300,TX,Travis County,Texas,CT,5399226,0,"POLYGON ((-97.790533 30.361856, -97.790076 30.365876, -97.789343 30.368329, -97.785768 30.371738, -97.778267 30.378058, -97.774495 30.38118, -97.771415 30.38276, -97.770489 30.383201, -97.766804 30.385124, -97.765952 30.383291, -97.764882 30.378039, -97.763416 30.376146, -97.759645 30.374789, -97.757223 30.371566, -97.757695 30.370538, -97.759897 30.367503, -97.760693 30.366603, -97.763369 30.364746, -97.763691 30.364388, -97.766624 30.359647, -97.768757 30.360854, -97.770684 30.361149, -97.773256 30.360556, -97.776909 30.361351, -97.780577 30.358861, -97.782099 30.359824, -97.784131 30.358236, -97.784146 30.359768, -97.786674 30.360056, -97.78686 30.360882, -97.786818 30.3628, -97.788266 30.362146, -97.787766 30.358873, -97.789124 30.359201, -97.791352 30.359289, -97.790533 30.361856))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,030500,1400000US48453030500,48453030500,305,Census Tract 305,TX,Travis County,Texas,CT,20852702,0,"POLYGON ((-97.840981 30.395366, -97.838799 30.395049, -97.834225 30.396936, -97.832883 30.398194, -97.831309 30.402015, -97.830449 30.401975, -97.82623 30.404287, -97.823296 30.407674, -97.823412 30.410339, -97.822595 30.41304, -97.821414 30.41501, -97.820359 30.415832, -97.818095 30.416304, -97.814718 30.418509, -97.812772 30.419006, -97.810841 30.419356, -97.809552 30.419157, -97.808071 30.419097, -97.806421 30.418805, -97.805966 30.418452, -97.805748 30.418767, -97.804303 30.41805, -97.802054 30.41774, -97.795251 30.419954, -97.793898 30.420092, -97.793793 30.420068, -97.794154 30.418659, -97.795103 30.417211, -97.795275 30.415748, -97.795042 30.41523, -97.792419 30.412744, -97.792325 30.410186, -97.792395 30.408752, -97.788337 30.404894, -97.785857 30.403784, -97.784203 30.401234, -97.783733 30.400177, -97.783577 30.399873, -97.783254 30.399584, -97.782192 30.398443, -97.781359 30.397928, -97.780588 30.39766, -97.780215 30.397565, -97.779551 30.397428, -97.779122 30.397284, -97.777571 30.396319, -97.777065 30.395599, -97.778172 30.392601, -97.778572 30.392009, -97.778468 30.391411, -97.7781 30.391048, -97.77793 30.391018, -97.775863 30.39092, -97.775641 30.39086, -97.774802 30.390291, -97.773231 30.387091, -97.771517 30.385661, -97.771415 30.38276, -97.774495 30.38118, -97.778267 30.378058, -97.785768 30.371738, -97.789343 30.368329, -97.790076 30.365876, -97.790533 30.361856, -97.791352 30.359289, -97.791999 30.359445, -97.795547 30.362977, -97.798083 30.36632, -97.801818 30.369273, -97.801991 30.369497, -97.80306 30.371016, -97.804057 30.373151, -97.804346 30.373798, -97.805981 30.378149, -97.807363 30.379651, -97.811925 30.382093, -97.816359 30.382572, -97.818251 30.383421, -97.819954 30.384617, -97.827313 30.389824, -97.831151 30.391896, -97.832536 30.392146, -97.839375 30.39224, -97.844422 30.393782, -97.840981 30.395366))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,045300,1400000US48453045300,48453045300,453,Census Tract 453,TX,Travis County,Texas,CT,2659465,0,"POLYGON ((-97.719319 30.398324, -97.718448 30.400848, -97.715689 30.405729, -97.715855 30.407834, -97.71599 30.40858, -97.713961 30.409046, -97.71191 30.40997, -97.710083 30.409321, -97.70919 30.409867, -97.708847 30.40807, -97.709661 30.40653, -97.708827 30.405461, -97.706655 30.40527, -97.704725 30.406911, -97.700764 30.405613, -97.697736 30.405978, -97.69857 30.404292, -97.700354 30.403168, -97.702008 30.402135, -97.703033 30.40064, -97.704483 30.398368, -97.704867 30.397767, -97.708296 30.392413, -97.710471 30.388783, -97.713569 30.390281, -97.716279 30.393284, -97.717111 30.390338, -97.721742 30.391203, -97.719319 30.398324))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,031400,1400000US48453031400,48453031400,314,Census Tract 314,TX,Travis County,Texas,CT,12225856,7350869,"POLYGON ((-97.962049 30.382459, -97.957638 30.387498, -97.955695 30.38994, -97.955093 30.391733, -97.954953 30.393808, -97.946193 30.3938, -97.945153 30.394056, -97.944001 30.394664, -97.942611 30.396445, -97.941265 30.398696, -97.940561 30.400904, -97.940833 30.404168, -97.941911 30.406943, -97.942337 30.40804, -97.945667 30.412468, -97.947958 30.415205, -97.95125 30.419783, -97.951468 30.420358, -97.952162 30.423959, -97.951874 30.426711, -97.951218 30.428999, -97.948882 30.432487, -97.94677 30.434183, -97.938658 30.437319, -97.934594 30.437463, -97.931394 30.437239, -97.92669 30.436183, -97.923361 30.434871, -97.919979 30.432968, -97.919153 30.432503, -97.915457 30.429511, -97.913025 30.426311, -97.911563 30.423249, -97.911087 30.422215, -97.907495 30.413983, -97.906545 30.411688, -97.903119 30.404854, -97.902982 30.404581, -97.90084 30.400763, -97.899426 30.395243, -97.899984 30.394238, -97.905386 30.392775, -97.909349 30.391076, -97.910945 30.393261, -97.912248 30.394563, -97.91392 30.395453, -97.916845 30.396482, -97.923026 30.396738, -97.928878 30.397614, -97.930796 30.397349, -97.932356 30.396355, -97.9368 30.391969, -97.940564 30.389745, -97.94164 30.388247, -97.942641 30.386531, -97.943413 30.382177, -97.944438 30.380903, -97.944818 30.38045, -97.945912 30.378766, -97.946506 30.376889, -97.94716 30.374321, -97.949498 30.37541, -97.958063 30.379397, -97.960262 30.381569, -97.962049 30.382459))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,041800,1400000US48453041800,48453041800,418,Census Tract 418,TX,Travis County,Texas,CT,1022593,0,"POLYGON ((-97.704867 30.397767, -97.704483 30.398368, -97.703033 30.40064, -97.702008 30.402135, -97.700354 30.403168, -97.697343 30.400276, -97.697011 30.399658, -97.695021 30.397967, -97.695771 30.396377, -97.697989 30.393671, -97.698813 30.39208, -97.701066 30.390228, -97.701632 30.389467, -97.703279 30.390312, -97.708296 30.392413, -97.704867 30.397767))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,041700,1400000US48453041700,48453041700,417,Census Tract 417,TX,Travis County,Texas,CT,1082029,0,"POLYGON ((-97.710471 30.388783, -97.708296 30.392413, -97.703279 30.390312, -97.701632 30.389467, -97.701066 30.390228, -97.698813 30.39208, -97.69633 30.390274, -97.69477 30.393075, -97.691785 30.391531, -97.69119 30.392454, -97.689036 30.390682, -97.691679 30.389944, -97.692785 30.388251, -97.695714 30.386187, -97.695803 30.386077, -97.6979 30.382712, -97.700319 30.383843, -97.701758 30.384564, -97.704505 30.385876, -97.710358 30.388728, -97.710471 30.388783))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
